date,amount,direction,counterparty,inn,purpose,category,activity
2026-04-16,4442.70,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-17,5656.85,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-17,5511.98,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-17,2304.92,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-17,5234.30,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-18,4401.29,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-18,5113.98,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-18,3141.99,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-18,5581.21,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-19,4894.21,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-19,3813.18,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-19,2176.42,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-19,5635.05,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-20,5444.85,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-20,1764.83,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-20,38050.83,out,Поставщик товаров ООО «Опторг»,5027001122,Оплата поставки товара по счёту,закупка товара,операционная
2026-04-20,5591.01,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-20,2047.50,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-21,2306.88,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-21,5479.83,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-21,1815.98,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-21,3007.61,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-22,4120.84,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-22,5116.69,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-22,5029.36,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-22,5126.21,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-23,4544.64,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-23,3897.57,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-23,4936.23,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-23,1752.37,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-24,5527.64,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-24,5606.22,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-24,5575.03,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-24,5690.76,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-25,65000.00,out,Иванова А.С.,,Зарплата продавцу за месяц,зарплата,операционная
2026-04-25,2862.37,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-25,33284.91,out,ФНС России,7727406020,Авансовый платёж УСН 6% за 1 квартал 2026,налоги,операционная
2026-04-25,4328.48,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-25,2856.24,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-25,1891.05,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-26,1889.32,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-26,3890.46,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-26,3702.97,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-26,4070.12,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-27,4754.84,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-27,3565.10,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-27,1726.10,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-27,5087.08,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-28,3842.42,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-28,1978.74,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-28,1701.64,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-28,2903.35,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-29,4615.40,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-29,4453.96,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-29,4080.38,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-29,1564.84,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-30,2383.29,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-30,3204.30,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-30,1693.07,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-04-30,5586.21,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-01,1917.20,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-01,1962.17,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-01,3750.00,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-01,3916.60,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-02,5415.11,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-02,4083.19,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-02,5473.70,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-02,1508.62,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-03,4291.15,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-03,4215.31,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-03,3522.12,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-03,4195.73,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-04,4616.60,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-04,4977.74,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-04,5296.13,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-04,5568.13,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-05,4602.23,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-05,4626.64,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-05,90000.00,out,Арендодатель ООО «Пассаж»,7701234567,Аренда торговой точки,аренда,операционная
2026-05-05,2522.97,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-05,5220.37,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-06,3260.31,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-06,5870.53,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-06,4021.44,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-06,5848.60,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-07,5351.26,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-07,4974.52,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-07,4224.76,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-07,3027.02,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-08,2094.76,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-08,3926.95,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-08,3910.99,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-08,5991.76,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-09,3218.15,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-09,1671.27,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-09,2501.10,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-09,2265.72,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-10,5897.39,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-10,69475.69,out,Поставщик товаров ООО «Опторг»,5027001122,Оплата поставки товара по счёту,закупка товара,операционная
2026-05-10,4756.75,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-10,5381.14,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-10,4017.18,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-11,2187.93,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-11,1989.65,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-11,2477.12,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-11,5595.90,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-12,2380.90,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-12,4934.86,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-12,4453.14,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-12,2992.42,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-13,1739.44,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-13,1805.53,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-13,1942.48,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-13,3498.07,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-14,4695.66,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-14,5012.45,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-14,2571.57,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-14,2660.92,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-15,12000.00,out,Банк «Кредитный»,7709998887,"Платёж по кредиту, договор №445",кредит,финансовая
2026-05-15,4945.71,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-15,2993.50,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-15,5818.96,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-15,2137.69,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-16,2094.45,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-16,3476.98,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-16,1900.12,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-16,3081.07,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-17,2417.52,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-17,2046.66,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-17,3980.56,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-17,5038.86,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-18,4544.38,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-18,2903.00,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-18,4616.68,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-18,4494.63,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-19,2767.89,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-19,5635.44,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-19,4078.02,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-19,2455.19,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-20,2997.30,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-20,5378.32,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-20,37161.93,out,Поставщик товаров ООО «Опторг»,5027001122,Оплата поставки товара по счёту,закупка товара,операционная
2026-05-20,5766.68,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-20,4957.96,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-21,4973.80,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-21,3396.79,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-21,5870.97,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-21,3235.45,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-22,2556.27,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-22,4843.25,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-22,5708.99,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-22,3456.41,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-23,4979.12,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-23,5201.59,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-23,4153.27,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-23,1998.14,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-24,1788.40,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-24,2046.92,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-24,2963.33,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-24,2496.83,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-25,65000.00,out,Иванова А.С.,,Зарплата продавцу за месяц,зарплата,операционная
2026-05-25,5477.65,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-25,4803.84,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-25,2831.16,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-25,2770.60,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-26,2130.85,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-26,2526.50,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-26,1624.71,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-26,4509.50,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-27,2331.52,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-27,1644.04,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-27,3373.33,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-27,4842.00,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-28,2460.96,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-28,4915.69,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-28,3781.17,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-28,2467.62,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-29,4899.62,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-29,2036.41,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-29,3379.89,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-29,2986.86,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-30,3491.81,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-30,4984.18,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-30,3548.28,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-30,1978.04,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-31,2446.12,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-31,5411.62,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-31,4301.11,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-05-31,2303.89,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-01,4832.91,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-01,5662.18,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-01,5165.39,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-01,2283.18,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-02,2505.56,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-02,4507.06,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-02,4650.70,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-02,3567.61,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-03,3637.70,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-03,4173.04,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-03,6137.47,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-06-03,2642.94,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
