date,amount,direction,counterparty,inn,purpose,category,activity
2026-07-14,5235.93,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-15,2864.48,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-15,12000.00,out,Банк «Кредитный»,7709998887,"Платёж по кредиту, договор №445",кредит,финансовая
2026-07-15,3450.90,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-16,2682.41,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-16,3129.44,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-17,2018.16,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-17,4232.28,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-18,4617.39,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-18,4663.90,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-19,3464.79,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-19,4074.04,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-20,4988.66,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-20,4547.63,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-20,36506.17,out,Поставщик товаров ООО «Опторг»,5027001122,Оплата поставки товара по счёту,закупка товара,операционная
2026-07-21,5353.73,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-21,5567.14,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-22,5345.58,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-22,2759.23,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-23,3352.05,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-23,5134.05,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-24,2248.48,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-24,3550.19,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-25,65000.00,out,Иванова А.С.,,Зарплата продавцу за месяц,зарплата,операционная
2026-07-25,83140.73,out,ФНС России,7727406020,Авансовый платёж УСН 6% за 2 квартал 2026,налоги,операционная
2026-07-25,4233.28,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-25,4830.26,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-26,2424.74,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-26,4994.72,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-27,3340.26,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-27,5237.23,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-28,5341.71,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-28,3460.68,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-29,5040.58,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-29,4441.39,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-30,5958.05,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-30,2481.18,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-31,5575.27,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-07-31,2011.15,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-01,4874.86,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-01,2487.59,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-01,2297.41,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-02,1960.10,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-02,5620.37,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-02,4083.32,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-03,3317.41,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-03,2860.77,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-03,3295.73,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-04,3943.24,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-04,4366.94,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-04,3724.68,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-05,90000.00,out,Арендодатель ООО «Пассаж»,7701234567,Аренда торговой точки,аренда,операционная
2026-08-05,1468.54,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-05,5222.69,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-05,3731.41,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-06,2992.22,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-06,1993.33,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-06,4571.85,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-07,5670.91,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-07,4463.21,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-07,5563.80,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-08,1982.61,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-08,3171.50,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-08,5579.72,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-09,4451.10,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-09,2569.85,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-09,2571.74,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-10,1663.87,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-10,53671.10,out,Поставщик товаров ООО «Опторг»,5027001122,Оплата поставки товара по счёту,закупка товара,операционная
2026-08-10,2326.19,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-10,2522.11,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-11,4026.36,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-11,4446.18,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-11,5277.99,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-12,2068.65,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-12,1908.43,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-12,3396.67,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-13,2638.22,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-13,2359.09,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-13,3332.50,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-14,2924.41,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-14,2201.76,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-14,3346.83,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-15,2544.67,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-15,12000.00,out,Банк «Кредитный»,7709998887,"Платёж по кредиту, договор №445",кредит,финансовая
2026-08-15,4148.79,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-15,1799.91,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-16,5568.45,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-16,4078.87,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-16,3150.37,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-17,1909.12,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-17,2088.17,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-17,4077.26,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-18,2851.19,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-18,2443.86,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-18,2695.15,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-19,4541.95,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-19,4988.54,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-19,3730.17,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-20,3772.16,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-20,59218.27,out,Поставщик товаров ООО «Опторг»,5027001122,Оплата поставки товара по счёту,закупка товара,операционная
2026-08-20,2723.67,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-20,2129.78,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-21,5249.16,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-21,2775.55,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-21,1622.91,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-22,2101.40,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-22,4027.97,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-22,4768.18,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-23,5696.39,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-23,5005.93,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-23,3948.32,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-24,1476.83,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-24,1554.69,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-24,4862.13,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-25,65000.00,out,Иванова А.С.,,Зарплата продавцу за месяц,зарплата,операционная
2026-08-25,2502.52,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-25,4742.84,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-25,2040.68,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-26,4579.78,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-26,1873.02,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-26,1659.06,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-27,5168.02,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-27,4214.35,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-27,2032.06,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-28,3094.16,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-28,4194.78,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-28,4690.40,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-29,4855.45,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-29,3306.78,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-29,5147.45,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-30,2038.62,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-30,3997.48,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-30,3438.80,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-31,2529.67,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-31,3822.03,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-08-31,4047.03,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-01,5100.94,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-01,5493.24,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-02,2162.52,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-02,2906.06,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-03,3663.84,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-03,4000.47,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-04,2332.98,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-04,4328.01,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-05,90000.00,out,Арендодатель ООО «Пассаж»,7701234567,Аренда торговой точки,аренда,операционная
2026-09-05,2375.19,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-05,3049.08,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-06,1622.98,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-06,2487.71,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-07,3471.26,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-07,6283.52,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-08,3213.19,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-08,2121.28,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-09,5357.28,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-09,4080.11,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-10,6133.43,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-10,30251.10,out,Поставщик товаров ООО «Опторг»,5027001122,Оплата поставки товара по счёту,закупка товара,операционная
2026-09-10,4802.90,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-11,5365.99,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-11,5620.62,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-12,4405.41,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-12,4982.18,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-13,3584.47,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-13,3599.30,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-14,5115.70,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-14,4402.68,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-15,12000.00,out,Банк «Кредитный»,7709998887,"Платёж по кредиту, договор №445",кредит,финансовая
2026-09-15,5696.24,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-15,4382.95,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-16,3932.83,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-16,5780.29,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-17,4791.67,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-17,2617.91,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-18,5931.82,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-18,3524.21,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-19,3264.03,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-19,4065.59,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-20,58412.94,out,Поставщик товаров ООО «Опторг»,5027001122,Оплата поставки товара по счёту,закупка товара,операционная
2026-09-20,4414.20,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-20,1680.30,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-21,4516.09,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-21,4425.39,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-22,4212.24,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-22,4772.01,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-23,3956.83,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-23,1963.34,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-24,1804.44,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-24,3944.09,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-25,65000.00,out,Иванова А.С.,,Зарплата продавцу за месяц,зарплата,операционная
2026-09-25,5969.42,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-25,2499.01,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-26,2658.72,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-26,3845.07,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-27,1983.46,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-27,5369.90,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-28,2956.74,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-28,5011.44,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-29,3080.62,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-29,2546.01,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-30,3552.94,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
2026-09-30,3616.59,in,Розничный покупатель (эквайринг),,"Оплата товара, эквайринг",выручка,операционная
